layer,linear,K,N,x_chan_spread,w_chan_spread,sym_base,t1w_base,asym_base,wonly_base,sym_awq.25,t1w_awq.25,asym_awq.25,wonly_awq.25,sym_awq.5,t1w_awq.5,asym_awq.5,wonly_awq.5,sym_wflat.5,t1w_wflat.5,asym_wflat.5,wonly_wflat.5,sym_wflat1,t1w_wflat1,asym_wflat1,wonly_wflat1,sym_mix,t1w_mix,asym_mix,wonly_mix
47,self_attn.k_proj,5120,1024,22.43,1.973,20.051,15.087,21.378,20.188,18.882,12.741,20.792,18.912,15.938,9.912,18.008,15.944,19.923,15.913,21.156,20.141,19.056,16.354,20.175,19.359,19.999,14.097,21.584,20.061
47,self_attn.v_proj,5120,1024,22.43,1.122,15.734,16.186,16.821,15.919,16.86,15.996,18.09,16.925,16.787,15.309,18.231,16.808,16.867,16.201,18.049,16.944,17.236,16.033,18.5,17.27,17.209,15.81,18.563,17.235
47,self_attn.o_proj,5120,5120,5.51,1.377,17.904,16.359,19.015,17.934,17.96,15.942,19.174,17.981,16.989,14.914,18.377,17.003,18.056,16.48,19.205,18.085,18.136,16.521,19.274,18.165,18.054,16.058,19.33,18.074
47,mlp.gate_proj,5120,27648,21.88,1.496,19.976,15.937,21.247,20.057,19.512,14.965,21.09,19.534,17.079,12.484,19.379,17.084,19.83,16.054,21.075,19.94,19.531,16.124,20.754,19.678,19.863,15.393,21.296,19.896
47,mlp.up_proj,5120,27648,21.88,1.024,16.702,16.331,17.917,16.791,17.0,16.073,18.3,17.029,16.409,15.311,17.916,16.42,16.913,16.267,18.149,16.97,16.992,16.172,18.251,17.03,16.933,15.915,18.275,16.953
47,mlp.down_proj,27648,5120,39.44,1.399,16.554,16.035,17.823,16.758,16.796,15.717,18.166,16.956,15.986,14.704,17.613,16.104,16.664,16.102,17.923,16.876,16.696,16.123,17.949,16.913,16.877,15.754,18.226,17.042
48,self_attn.q_proj,5120,5120,22.58,1.436,17.081,16.095,18.322,17.234,17.581,14.864,19.166,17.63,15.446,12.137,17.481,15.457,17.599,16.277,18.792,17.751,17.793,16.331,18.971,17.948,17.983,15.059,19.488,18.033
48,self_attn.k_proj,5120,1024,22.58,1.841,19.452,15.081,20.819,19.576,18.53,12.745,20.401,18.559,15.617,9.935,17.741,15.623,19.171,15.697,20.354,19.358,18.291,16.008,19.33,18.544,19.392,13.873,20.98,19.45
48,self_attn.v_proj,5120,1024,22.58,1.701,14.735,14.512,16.045,14.85,14.994,13.496,16.509,15.03,14.214,12.263,15.742,14.226,15.866,15.117,17.197,15.93,16.183,15.336,17.503,16.23,15.843,14.045,17.347,15.866
48,self_attn.o_proj,5120,5120,9.79,1.329,17.048,16.434,18.2,17.093,17.276,15.973,18.51,17.304,16.071,14.675,17.537,16.09,17.296,16.575,18.419,17.34,17.39,16.622,18.526,17.433,17.415,16.048,18.634,17.443
48,mlp.gate_proj,5120,27648,22.0,1.495,19.999,16.078,21.273,20.079,19.582,15.171,21.139,19.605,17.184,12.716,19.478,17.19,19.843,16.179,21.072,19.952,19.577,16.239,20.78,19.723,19.894,15.572,21.329,19.927
48,mlp.up_proj,5120,27648,22.0,1.041,16.747,16.438,17.944,16.835,17.046,16.222,18.322,17.076,16.488,15.504,17.968,16.5,16.942,16.386,18.165,16.997,17.01,16.306,18.265,17.047,16.991,16.084,18.316,17.011
48,mlp.down_proj,27648,5120,43.72,1.319,16.847,16.186,18.058,17.055,17.058,15.93,18.376,17.228,16.44,15.146,17.968,16.573,16.946,16.247,18.16,17.161,16.987,16.262,18.203,17.205,17.119,15.96,18.447,17.293
49,self_attn.q_proj,5120,5120,24.47,1.536,17.158,16.028,18.403,17.323,17.563,14.835,19.123,17.614,15.342,12.21,17.412,15.352,17.578,16.242,18.731,17.733,17.715,16.333,18.863,17.872,17.927,15.103,19.39,17.978
49,self_attn.k_proj,5120,1024,24.47,1.889,19.854,15.164,21.281,19.989,18.73,12.709,20.614,18.761,15.633,9.852,17.806,15.639,19.617,15.966,20.855,19.835,18.649,16.382,19.808,18.952,19.777,14.07,21.317,19.839
49,self_attn.v_proj,5120,1024,24.47,1.288,15.418,16.09,16.442,15.599,16.288,15.71,17.582,16.35,16.033,14.879,17.449,16.051,16.533,16.262,17.724,16.615,16.83,16.102,18.107,16.866,16.833,15.694,18.125,16.861
49,self_attn.o_proj,5120,5120,7.77,1.371,17.615,16.462,18.743,17.656,17.816,16.103,18.998,17.844,16.898,15.028,18.232,16.915,17.86,16.607,18.979,17.902,17.92,16.652,19.051,17.962,17.96,16.204,19.166,17.986
49,mlp.gate_proj,5120,27648,24.3,1.437,20.178,15.953,21.456,20.27,19.785,14.932,21.366,19.81,17.227,12.309,19.558,17.233,19.99,16.057,21.243,20.111,19.699,16.12,20.925,19.858,20.103,15.342,21.555,20.138
49,mlp.up_proj,5120,27648,24.3,1.023,16.684,16.351,17.882,16.785,17.052,16.056,18.355,17.085,16.327,15.137,17.889,16.339,16.913,16.283,18.146,16.982,17.01,16.185,18.275,17.056,16.973,15.879,18.327,16.996
49,mlp.down_proj,27648,5120,24.96,1.27,16.626,16.0,17.881,16.845,16.783,15.586,18.195,16.962,15.932,14.527,17.567,16.062,16.727,16.044,17.996,16.952,16.77,16.045,18.039,16.999,16.813,15.588,18.243,16.995
50,self_attn.q_proj,5120,5120,27.48,1.548,16.615,16.011,17.841,16.781,17.265,14.852,18.85,17.317,15.112,12.125,17.152,15.122,17.214,16.273,18.402,17.373,17.445,16.367,18.633,17.608,17.723,15.113,19.213,17.776
50,self_attn.k_proj,5120,1024,27.48,1.869,19.544,15.353,20.914,19.688,18.448,12.78,20.257,18.48,15.303,9.716,17.417,15.308,19.122,16.053,20.402,19.34,18.189,16.415,19.213,18.486,19.377,14.095,21.022,19.441
50,self_attn.v_proj,5120,1024,27.48,1.574,14.9,15.358,16.054,15.05,15.68,14.68,17.044,15.731,15.17,13.601,16.645,15.185,16.182,15.857,17.407,16.262,16.473,15.975,17.767,16.52,16.497,15.112,17.923,16.526
50,self_attn.o_proj,5120,5120,8.33,1.802,18.972,16.37,20.122,19.012,19.219,15.888,20.492,19.243,18.042,14.582,19.473,18.06,19.21,16.521,20.352,19.247,19.315,16.575,20.459,19.351,19.375,15.977,20.621,19.399
50,mlp.gate_proj,5120,27648,28.82,1.439,20.951,16.092,22.18,21.067,20.56,14.927,22.144,20.588,17.648,11.932,20.099,17.653,20.711,16.192,21.894,20.865,20.293,16.243,21.486,20.489,20.926,15.407,22.366,20.967
50,mlp.up_proj,5120,27648,28.82,1.018,16.631,16.448,17.815,16.759,17.182,16.183,18.463,17.221,16.491,15.247,18.022,16.503,16.97,16.387,18.18,17.052,17.13,16.295,18.365,17.183,17.137,16.003,18.459,17.163
50,mlp.down_proj,27648,5120,23.75,1.23,16.527,16.082,17.786,16.799,16.817,15.536,18.302,17.018,15.571,13.948,17.38,15.696,16.616,16.115,17.874,16.895,16.635,16.11,17.899,16.915,16.826,15.527,18.333,17.028
51,self_attn.q_proj,5120,5120,33.03,1.449,17.232,16.099,18.423,17.415,18.017,14.816,19.588,18.073,15.91,12.036,17.929,15.922,17.653,16.189,18.833,17.817,17.892,16.185,19.048,18.048,18.285,14.884,19.791,18.338
51,self_attn.k_proj,5120,1024,33.03,1.684,19.489,15.452,20.732,19.65,19.108,13.305,20.826,19.147,16.351,10.414,18.308,16.358,19.076,15.839,20.321,19.279,18.451,16.053,19.633,18.707,19.707,14.092,21.262,19.77
51,self_attn.v_proj,5120,1024,33.03,1.484,14.904,15.198,16.179,15.06,15.638,14.136,17.152,15.687,14.73,12.505,16.428,14.742,16.053,15.527,17.271,16.146,16.557,15.623,17.868,16.619,16.244,14.35,17.775,16.274
51,self_attn.o_proj,5120,5120,6.95,1.558,17.27,16.173,18.463,17.306,17.372,15.726,18.671,17.396,16.454,14.726,17.868,16.472,17.512,16.309,18.68,17.547,17.596,16.374,18.761,17.632,17.586,15.879,18.844,17.611
51,mlp.gate_proj,5120,27648,30.19,1.417,21.145,16.184,22.377,21.267,20.816,15.039,22.387,20.845,17.907,12.016,20.345,17.913,20.883,16.268,22.097,21.042,20.49,16.311,21.697,20.691,21.164,15.485,22.586,21.207
51,mlp.up_proj,5120,27648,30.19,1.018,16.645,16.461,17.813,16.778,17.232,16.191,18.5,17.272,16.532,15.234,18.059,16.545,16.987,16.406,18.203,17.071,17.173,16.32,18.4,17.228,17.184,16.016,18.494,17.209
51,mlp.down_proj,27648,5120,47.95,1.418,16.479,16.133,17.714,16.771,16.881,15.631,18.271,17.106,15.762,14.159,17.506,15.907,16.564,16.157,17.793,16.862,16.57,16.141,17.819,16.872,16.879,15.607,18.282,17.104
52,self_attn.q_proj,5120,5120,30.73,1.533,16.554,16.182,17.803,16.724,17.339,14.866,18.924,17.393,15.05,11.885,17.142,15.06,17.215,16.383,18.39,17.378,17.474,16.434,18.615,17.638,17.79,15.072,19.274,17.843
52,self_attn.k_proj,5120,1024,30.73,2.05,19.109,15.07,20.558,19.241,18.277,12.493,20.128,18.306,15.25,9.46,17.336,15.255,18.892,15.855,20.135,19.103,17.986,16.295,19.097,18.291,19.424,13.855,20.978,19.491
52,self_attn.v_proj,5120,1024,30.73,1.777,14.259,14.473,15.673,14.38,14.537,13.105,16.112,14.574,13.551,11.577,15.122,13.561,15.775,15.317,17.081,15.844,16.102,15.759,17.361,16.169,15.833,14.053,17.31,15.861
52,self_attn.o_proj,5120,5120,8.59,1.55,18.157,16.173,19.365,18.195,18.511,15.674,19.764,18.535,17.406,14.495,18.805,17.424,18.623,16.473,19.793,18.66,18.791,16.558,19.951,18.825,18.811,15.899,20.041,18.836
52,mlp.gate_proj,5120,27648,29.69,1.402,21.032,16.294,22.246,21.157,20.688,15.16,22.246,20.719,17.749,12.11,20.187,17.754,20.749,16.375,21.957,20.907,20.397,16.418,21.547,20.595,21.035,15.598,22.455,21.078
52,mlp.up_proj,5120,27648,29.69,1.016,16.733,16.567,17.886,16.866,17.33,16.305,18.573,17.371,16.556,15.284,18.09,16.568,17.073,16.526,18.232,17.16,17.257,16.456,18.45,17.315,17.294,16.147,18.568,17.321
52,mlp.down_proj,27648,5120,19.74,1.275,16.521,16.182,17.858,16.797,16.634,15.649,18.254,16.84,15.281,14.101,17.235,15.409,16.588,16.2,17.948,16.867,16.586,16.183,17.979,16.864,16.599,15.616,18.241,16.803
53,self_attn.q_proj,5120,5120,29.4,1.71,16.616,16.137,17.866,16.763,17.468,14.817,19.096,17.519,15.282,11.825,17.338,15.293,17.414,16.377,18.589,17.565,17.741,16.444,18.893,17.901,18.08,15.072,19.591,18.132
53,self_attn.k_proj,5120,1024,29.4,1.961,19.079,15.317,20.493,19.201,18.334,12.665,20.2,18.364,15.346,9.599,17.41,15.352,18.984,15.997,20.166,19.186,18.05,16.294,19.213,18.331,19.382,13.983,21.031,19.443
53,self_attn.v_proj,5120,1024,29.4,1.852,15.056,14.668,16.429,15.167,14.744,12.715,16.333,14.775,13.133,10.717,14.78,13.142,16.253,15.628,17.575,16.33,16.071,16.058,17.316,16.172,16.146,13.942,17.645,16.179
53,self_attn.o_proj,5120,5120,10.44,1.252,17.394,16.303,18.518,17.438,17.523,15.824,18.724,17.553,16.474,14.639,17.752,16.496,17.548,16.391,18.67,17.589,17.588,16.435,18.708,17.627,17.583,15.858,18.792,17.613
53,mlp.gate_proj,5120,27648,29.47,1.39,21.296,16.449,22.47,21.424,21.01,15.335,22.528,21.041,17.989,12.204,20.438,17.995,21.041,16.513,22.184,21.204,20.648,16.544,21.824,20.848,21.334,15.757,22.717,21.379
53,mlp.up_proj,5120,27648,29.47,1.022,16.867,16.637,18.002,17.003,17.482,16.405,18.698,17.523,16.724,15.398,18.236,16.737,17.224,16.602,18.354,17.313,17.379,16.537,18.577,17.437,17.452,16.254,18.716,17.48
53,mlp.down_proj,27648,5120,21.14,1.313,16.389,16.263,17.918,16.65,16.368,15.717,18.205,16.56,15.032,14.186,17.037,15.151,16.464,16.277,18.004,16.727,16.476,16.258,18.04,16.74,16.292,15.679,18.208,16.479
54,self_attn.q_proj,5120,5120,28.54,1.499,16.458,16.218,17.735,16.619,17.305,15.045,18.904,17.359,15.255,12.255,17.29,15.266,17.157,16.408,18.322,17.312,17.507,16.457,18.691,17.662,17.789,15.214,19.227,17.841
54,self_attn.k_proj,5120,1024,28.54,1.858,19.286,15.165,20.632,19.416,18.462,12.71,20.235,18.494,15.533,9.828,17.587,15.539,18.848,15.782,20.167,19.037,17.943,16.085,19.125,18.2,19.254,13.833,20.835,19.312
54,self_attn.v_proj,5120,1024,28.54,1.897,15.341,14.86,16.692,15.465,15.339,13.239,16.854,15.376,13.875,11.388,15.589,13.884,16.398,15.651,17.689,16.483,16.368,15.933,17.73,16.444,16.354,14.143,17.861,16.385
54,self_attn.o_proj,5120,5120,7.53,1.383,16.945,16.573,18.123,16.983,17.136,16.341,18.314,17.166,16.378,15.502,17.757,16.401,17.162,16.669,18.296,17.199,17.242,16.696,18.366,17.28,17.256,16.401,18.425,17.287
54,mlp.gate_proj,5120,27648,29.33,1.376,21.429,16.554,22.586,21.564,21.151,15.426,22.655,21.184,18.006,12.177,20.491,18.012,21.148,16.616,22.292,21.317,20.767,16.645,21.889,20.974,21.495,15.876,22.851,21.541
54,mlp.up_proj,5120,27648,29.33,1.024,16.853,16.716,17.973,16.994,17.531,16.52,18.744,17.575,16.822,15.544,18.316,16.835,17.25,16.691,18.404,17.341,17.463,16.643,18.621,17.523,17.521,16.374,18.765,17.549
54,mlp.down_proj,27648,5120,16.4,1.351,16.817,16.458,18.077,17.126,17.092,15.91,18.689,17.318,15.67,14.009,17.636,15.804,16.845,16.482,18.144,17.154,16.864,16.475,18.174,17.177,17.08,15.895,18.699,17.304
55,self_attn.q_proj,5120,5120,26.94,1.781,16.781,15.954,18.065,16.929,17.126,14.536,18.793,17.173,14.923,11.756,16.9,14.933,17.098,16.112,18.304,17.242,17.15,16.142,18.342,17.294,17.414,14.731,19.0,17.461
55,self_attn.k_proj,5120,1024,26.94,1.838,19.255,15.353,20.662,19.382,18.411,12.936,20.245,18.441,15.524,10.052,17.592,15.53,18.966,15.942,20.192,19.157,18.222,16.244,19.255,18.49,19.233,14.057,20.83,19.293
55,self_attn.v_proj,5120,1024,26.94,1.592,15.047,15.103,16.338,15.177,15.244,13.773,16.729,15.284,14.061,12.129,15.733,14.072,16.139,15.655,17.439,16.212,16.397,15.864,17.709,16.459,16.12,14.374,17.55,16.147
55,self_attn.o_proj,5120,5120,7.85,1.654,17.003,16.433,18.148,17.047,17.085,15.903,18.321,17.114,15.901,14.692,17.343,15.921,17.233,16.589,18.386,17.274,17.27,16.646,18.409,17.312,17.335,16.099,18.525,17.363
55,mlp.gate_proj,5120,27648,27.6,1.356,21.233,16.564,22.379,21.359,20.988,15.52,22.467,21.02,17.967,12.395,20.383,17.973,20.997,16.617,22.116,21.155,20.659,16.641,21.768,20.851,21.321,15.933,22.644,21.366
55,mlp.up_proj,5120,27648,27.6,1.018,16.899,16.714,18.017,17.031,17.535,16.525,18.734,17.577,16.859,15.59,18.325,16.872,17.246,16.685,18.402,17.332,17.451,16.627,18.613,17.507,17.521,16.378,18.774,17.549
55,mlp.down_proj,27648,5120,44.67,1.48,16.739,16.48,18.161,17.03,17.006,15.928,18.705,17.21,15.448,13.985,17.522,15.566,16.729,16.499,18.22,17.017,16.659,16.486,18.253,16.939,16.949,15.902,18.657,17.15
56,self_attn.q_proj,5120,5120,27.61,1.633,16.24,16.089,17.487,16.384,16.76,14.456,18.433,16.807,14.475,11.427,16.51,14.485,16.872,16.342,18.046,17.03,17.079,16.446,18.184,17.254,17.45,14.869,18.985,17.503
56,self_attn.k_proj,5120,1024,27.61,2.058,18.796,14.977,20.229,18.911,17.815,12.277,19.723,17.844,14.994,9.504,17.083,15.0,18.508,15.729,19.728,18.691,17.524,16.057,18.724,17.789,18.863,13.579,20.438,18.919
56,self_attn.v_proj,5120,1024,27.61,1.821,15.151,14.731,16.495,15.264,14.821,12.642,16.366,14.855,13.076,10.444,14.721,13.085,16.343,15.69,17.609,16.426,16.253,16.149,17.448,16.37,16.178,13.858,17.643,16.212
56,self_attn.o_proj,5120,5120,11.43,1.384,18.289,16.575,19.465,18.328,18.424,15.873,19.709,18.451,16.92,14.201,18.382,16.936,18.46,16.664,19.629,18.496,18.505,16.684,19.654,18.542,18.56,15.95,19.774,18.586
56,mlp.gate_proj,5120,27648,24.73,1.341,21.256,16.582,22.397,21.372,20.993,15.606,22.46,21.024,18.084,12.599,20.421,18.091,21.026,16.633,22.172,21.168,20.748,16.656,21.846,20.922,21.317,16.0,22.629,21.359
56,mlp.up_proj,5120,27648,24.73,1.016,16.966,16.736,18.085,17.086,17.548,16.56,18.736,17.587,16.898,15.672,18.347,16.911,17.281,16.709,18.427,17.36,17.461,16.652,18.633,17.514,17.525,16.419,18.762,17.552
56,mlp.down_proj,27648,5120,38.6,1.371,17.104,16.548,18.468,17.42,17.379,15.952,19.195,17.584,15.395,13.625,17.773,15.497,17.061,16.571,18.536,17.372,16.981,16.564,18.548,17.286,17.233,15.932,19.092,17.431
57,self_attn.q_proj,5120,5120,19.82,1.69,16.371,16.077,17.665,16.485,16.711,14.773,18.262,16.753,14.653,12.197,16.611,14.663,16.927,16.337,18.149,17.049,17.139,16.426,18.285,17.271,17.213,15.104,18.688,17.256
57,self_attn.k_proj,5120,1024,19.82,2.04,18.516,15.192,19.932,18.609,17.587,13.044,19.355,17.613,15.03,10.396,17.081,15.037,18.426,15.83,19.705,18.574,17.754,16.141,18.836,17.972,18.554,14.13,20.113,18.602
57,self_attn.v_proj,5120,1024,19.82,1.86,15.621,15.124,16.972,15.713,15.145,13.232,16.69,15.175,13.323,11.048,15.04,13.332,16.672,15.985,17.937,16.75,16.508,16.409,17.697,16.616,16.537,14.517,18.021,16.573
57,self_attn.o_proj,5120,5120,10.55,1.562,17.879,16.572,19.096,17.924,18.172,16.018,19.419,18.203,16.741,14.51,18.226,16.76,18.174,16.707,19.291,18.219,18.236,16.745,19.398,18.28,18.298,16.122,19.526,18.327
57,mlp.gate_proj,5120,27648,20.04,1.325,20.94,16.625,22.09,21.032,20.63,15.756,22.058,20.658,17.997,13.03,20.189,18.004,20.765,16.675,21.893,20.879,20.528,16.699,21.637,20.668,20.916,16.112,22.22,20.953
57,mlp.up_proj,5120,27648,20.04,1.016,16.995,16.745,18.12,17.09,17.448,16.575,18.637,17.483,16.851,15.782,18.27,16.864,17.252,16.718,18.388,17.317,17.393,16.658,18.539,17.438,17.419,16.447,18.647,17.443
57,mlp.down_proj,27648,5120,27.16,1.335,17.118,16.62,18.345,17.442,17.636,16.054,19.252,17.855,15.887,13.796,18.022,16.0,17.147,16.651,18.409,17.475,17.137,16.649,18.424,17.466,17.604,16.055,19.256,17.823
58,self_attn.q_proj,5120,5120,29.38,1.596,15.688,16.072,16.961,15.835,16.579,14.515,18.241,16.63,14.611,11.612,16.626,14.622,16.544,16.259,17.779,16.699,16.875,16.279,18.099,17.04,17.319,14.798,18.847,17.372
58,self_attn.k_proj,5120,1024,29.38,2.174,18.756,15.186,20.053,18.878,17.972,12.463,19.852,18.004,15.251,9.603,17.218,15.257,18.538,15.904,19.663,18.735,17.516,16.255,18.629,17.787,18.952,13.692,20.54,19.01
58,self_attn.v_proj,5120,1024,29.38,2.024,15.95,14.666,17.345,16.061,15.334,12.123,16.973,15.365,13.218,9.678,14.923,13.225,16.992,15.893,18.254,17.094,16.284,16.34,17.487,16.422,16.99,13.795,18.546,17.03
58,self_attn.o_proj,5120,5120,14.11,1.623,16.988,16.522,18.246,17.03,17.321,15.979,18.628,17.347,16.191,14.684,17.693,16.209,17.42,16.678,18.575,17.458,17.529,16.731,18.715,17.568,17.589,16.094,18.781,17.616
58,mlp.gate_proj,5120,27648,16.06,1.324,20.582,16.558,21.759,20.657,20.302,15.778,21.711,20.328,17.941,13.337,20.041,17.948,20.445,16.606,21.625,20.536,20.275,16.632,21.434,20.387,20.536,16.081,21.87,20.569
58,mlp.up_proj,5120,27648,16.06,1.017,17.105,16.719,18.221,17.184,17.454,16.541,18.65,17.486,16.863,15.783,18.284,16.876,17.301,16.69,18.46,17.358,17.409,16.638,18.583,17.449,17.419,16.413,18.646,17.442
58,mlp.down_proj,27648,5120,27.1,1.451,16.896,16.577,18.104,17.193,17.299,16.071,18.782,17.517,15.836,14.14,17.659,15.96,16.911,16.618,18.168,17.205,16.909,16.618,18.195,17.206,17.255,16.068,18.788,17.47
59,self_attn.q_proj,5120,5120,26.09,1.776,16.35,15.799,17.67,16.479,16.547,13.877,18.274,16.589,14.32,10.95,16.378,14.33,16.789,16.048,18.056,16.926,16.803,16.029,18.048,16.951,17.093,14.248,18.705,17.139
59,self_attn.k_proj,5120,1024,26.09,2.266,18.532,14.729,19.944,18.635,17.755,12.18,19.603,17.781,15.249,9.613,17.168,15.255,18.507,15.544,19.79,18.682,17.591,15.897,18.693,17.852,18.833,13.447,20.417,18.887
59,self_attn.v_proj,5120,1024,26.09,1.783,15.672,14.655,16.978,15.78,15.154,12.484,16.713,15.184,13.276,10.274,14.972,13.284,16.603,15.585,17.843,16.695,16.374,16.047,17.489,16.507,16.493,13.746,18.014,16.532
59,self_attn.o_proj,5120,5120,21.06,1.428,17.435,16.599,18.603,17.492,17.528,15.888,18.805,17.558,16.288,14.549,17.7,16.307,17.72,16.759,18.838,17.765,17.767,16.795,18.889,17.811,17.741,16.076,18.987,17.769
59,mlp.gate_proj,5120,27648,14.34,1.325,20.646,16.514,21.843,20.718,20.334,15.734,21.761,20.36,18.044,13.356,20.125,18.052,20.533,16.562,21.697,20.62,20.36,16.589,21.529,20.464,20.566,16.023,21.908,20.599
59,mlp.up_proj,5120,27648,14.34,1.015,17.373,16.678,18.531,17.449,17.673,16.46,18.893,17.703,17.003,15.614,18.465,17.016,17.533,16.642,18.715,17.589,17.644,16.584,18.813,17.686,17.618,16.321,18.889,17.641
59,mlp.down_proj,27648,5120,33.66,1.39,16.691,16.543,18.012,17.007,16.965,15.991,18.708,17.176,15.299,13.862,17.328,15.409,16.737,16.594,18.069,17.055,16.638,16.597,18.097,16.946,16.893,15.984,18.639,17.1
60,self_attn.q_proj,5120,5120,25.7,1.796,16.759,15.845,18.069,16.892,16.821,13.97,18.557,16.862,14.442,11.02,16.523,14.452,17.256,16.217,18.455,17.41,17.213,16.324,18.352,17.386,17.621,14.627,19.169,17.671
60,self_attn.k_proj,5120,1024,25.7,2.454,18.974,14.503,20.398,19.07,17.806,11.753,19.699,17.831,14.958,9.102,17.004,14.963,19.006,15.648,20.179,19.186,17.825,16.177,19.052,18.099,19.021,13.379,20.777,19.075
60,self_attn.v_proj,5120,1024,25.7,1.924,15.387,14.193,16.694,15.489,14.624,12.058,16.25,14.651,12.816,9.991,14.518,12.823,16.745,15.401,17.968,16.833,16.745,15.98,17.857,16.888,16.249,13.576,17.723,16.284
60,self_attn.o_proj,5120,5120,9.5,1.394,19.023,16.461,20.225,19.056,19.174,15.818,20.424,19.196,17.905,14.536,19.323,17.922,19.307,16.651,20.459,19.339,19.309,16.698,20.5,19.34,19.294,16.018,20.612,19.319
60,mlp.gate_proj,5120,27648,14.27,1.332,20.828,16.495,22.025,20.906,20.581,15.669,22.014,20.608,18.19,13.188,20.297,18.197,20.726,16.551,21.902,20.819,20.583,16.584,21.727,20.692,20.795,15.956,22.146,20.829
60,mlp.up_proj,5120,27648,14.27,1.028,17.934,16.682,19.069,18.016,18.231,16.404,19.487,18.264,17.367,15.359,18.929,17.379,18.095,16.643,19.268,18.159,18.192,16.582,19.378,18.242,18.162,16.252,19.455,18.187
60,mlp.down_proj,27648,5120,94.57,1.436,17.958,16.517,19.166,18.249,18.307,15.903,19.901,18.462,16.635,13.599,18.675,16.715,18.061,16.572,19.369,18.316,18.103,16.568,19.371,18.36,18.142,15.874,19.887,18.297
61,self_attn.q_proj,5120,5120,23.61,1.796,16.499,15.908,17.787,16.623,16.869,14.204,18.539,16.912,14.697,11.332,16.782,14.708,17.264,16.227,18.449,17.406,17.407,16.314,18.599,17.568,17.663,14.723,19.229,17.711
61,self_attn.k_proj,5120,1024,23.61,2.436,18.38,14.647,19.883,18.471,17.524,12.063,19.305,17.55,14.888,9.45,16.848,14.894,18.543,15.643,19.895,18.712,17.581,16.079,18.585,17.849,18.874,13.546,20.42,18.928
61,self_attn.v_proj,5120,1024,23.61,2.058,15.757,13.888,17.172,15.84,15.129,11.657,16.658,15.154,13.213,9.689,14.762,13.22,16.847,15.24,18.118,16.938,16.455,16.005,17.593,16.606,16.652,13.33,18.135,16.692
61,self_attn.o_proj,5120,5120,10.73,1.446,20.093,16.44,21.416,20.121,20.834,15.681,22.062,20.852,19.397,14.122,20.739,19.411,20.809,16.668,21.998,20.838,20.985,16.74,22.16,21.016,21.144,15.91,22.394,21.165
61,mlp.gate_proj,5120,27648,13.07,1.301,21.417,16.401,22.636,21.495,21.279,15.672,22.707,21.306,19.094,13.371,21.158,19.101,21.357,16.451,22.554,21.444,21.252,16.485,22.434,21.349,21.445,15.869,22.81,21.477
61,mlp.up_proj,5120,27648,13.07,1.048,19.398,16.615,20.565,19.481,19.645,16.258,20.931,19.678,18.594,15.027,20.242,18.606,19.537,16.578,20.715,19.603,19.623,16.524,20.803,19.676,19.57,16.119,20.9,19.596
61,mlp.down_proj,27648,5120,147.0,1.74,16.78,16.332,17.93,17.113,16.725,15.572,19.516,16.868,13.545,12.753,15.939,13.603,17.161,16.388,18.438,17.49,17.369,16.369,18.675,17.688,16.437,15.463,19.227,16.573
62,self_attn.q_proj,5120,5120,29.04,1.791,17.173,15.903,18.49,17.307,17.524,13.96,19.24,17.567,15.211,10.949,17.343,15.22,17.716,16.107,18.958,17.855,17.804,16.042,18.998,17.958,18.086,14.329,19.719,18.131
62,self_attn.k_proj,5120,1024,29.04,2.312,19.115,14.835,20.702,19.221,18.443,12.177,20.337,18.47,15.675,9.546,17.8,15.681,19.284,15.604,20.52,19.462,18.48,15.91,19.69,18.749,19.495,13.387,21.159,19.547
62,self_attn.v_proj,5120,1024,29.04,2.112,15.813,13.733,17.164,15.905,15.059,11.445,16.589,15.085,13.276,9.542,14.71,13.283,17.099,15.189,18.251,17.194,16.993,15.964,18.001,17.16,16.631,13.078,18.138,16.667
62,self_attn.o_proj,5120,5120,12.42,1.398,22.628,16.312,23.831,22.655,23.222,15.948,24.451,23.241,22.694,15.177,24.039,22.708,23.18,16.461,24.394,23.201,23.406,16.482,24.522,23.43,23.584,16.101,24.727,23.602
62,mlp.gate_proj,5120,27648,15.41,1.236,21.954,16.332,23.204,22.056,22.192,15.692,23.575,22.227,20.081,13.396,22.132,20.09,22.01,16.372,23.241,22.111,22.034,16.394,23.254,22.141,22.269,15.762,23.643,22.304
62,mlp.up_proj,5120,27648,15.41,1.037,21.069,16.546,22.261,21.177,21.485,16.085,22.828,21.523,20.169,14.561,21.958,20.18,21.285,16.505,22.505,21.371,21.421,16.443,22.664,21.49,21.39,15.915,22.809,21.419
62,mlp.down_proj,27648,5120,155.2,1.648,18.04,16.024,19.351,18.403,19.822,15.071,22.539,19.942,11.223,11.857,15.362,11.236,19.368,16.088,20.877,19.649,20.043,16.019,21.869,20.293,17.932,14.741,22.204,18.006
63,self_attn.q_proj,5120,5120,28.49,1.401,16.444,16.516,17.582,16.583,17.714,15.301,19.262,17.771,15.811,12.266,17.908,15.825,17.66,16.599,18.775,17.806,18.201,16.593,19.326,18.357,18.492,15.367,19.997,18.545
63,self_attn.k_proj,5120,1024,28.49,2.068,18.086,15.654,19.45,18.202,17.577,12.952,19.348,17.609,14.717,9.787,16.804,14.723,18.003,16.205,19.209,18.161,17.364,16.442,18.556,17.59,18.444,14.05,19.962,18.5
